lat,lng,crime_type,severity,timestamp,zone,source,status
22.94067,72.60861,Vandalism,3,2025-04-10T21:50:33Z,Bapunagar,Manual,Open
22.92059,72.5087,Cyber,4,2026-03-24T14:54:40Z,SG Highway,FIR,Open
23.09449,72.56763,Assault,4,2025-05-08T12:43:12Z,SG Highway,Manual,Under Investigation
23.05742,72.69351,Theft,2,2026-01-10T04:29:26Z,Bapunagar,Manual,Open
23.0742,72.51276,Fraud,3,2026-04-02T11:37:28Z,Paldi,Manual,Open
23.02312,72.6285,Theft,2,2025-02-03T22:29:43Z,Maninagar,Patrol,Under Investigation
22.99694,72.51871,Theft,2,2025-04-09T17:54:02Z,Satellite,Manual,Open
22.96259,72.6119,Assault,3,2025-01-12T10:49:47Z,Vastrapur,Patrol,Under Investigation
23.038,72.57117,Vandalism,3,2025-10-02T06:24:09Z,SG Highway,FIR,Closed
23.09397,72.6483,Cyber,5,2026-05-28T23:45:30Z,Navrangpura,Patrol,Closed
22.94509,72.61031,Theft,1,2026-02-23T08:30:45Z,Vastrapur,Cyber,Closed
22.97031,72.6176,Vandalism,1,2025-12-25T19:01:58Z,Paldi,Manual,Closed
22.97395,72.56872,Theft,2,2026-03-24T23:58:47Z,Paldi,Manual,Open
22.90513,72.50255,Assault,5,2026-05-06T12:15:12Z,Satellite,Manual,Open
22.96517,72.63569,Fraud,3,2025-11-11T15:25:17Z,Bapunagar,Manual,Closed
23.0275,72.59757,Theft,2,2025-12-09T00:55:39Z,Bapunagar,Cyber,Open
22.93717,72.68793,Assault,4,2025-06-22T23:27:50Z,Paldi,Cyber,Under Investigation
23.02692,72.65899,Assault,5,2025-11-07T09:15:28Z,SG Highway,FIR,Under Investigation
22.92232,72.61397,Cyber,3,2025-02-03T02:02:50Z,SG Highway,Patrol,Closed
23.09167,72.50212,Vandalism,2,2025-07-22T10:43:38Z,Navrangpura,FIR,Closed
22.94627,72.5221,Assault,3,2025-03-26T10:36:49Z,Vastrapur,FIR,Closed
22.97278,72.66699,Cyber,5,2025-06-28T19:30:11Z,Paldi,Cyber,Open
23.08236,72.6681,Fraud,2,2025-06-01T10:51:23Z,Vastrapur,Manual,Under Investigation
22.90762,72.62784,Cyber,5,2025-07-28T09:44:34Z,Paldi,FIR,Open
22.99072,72.52138,Fraud,2,2025-03-28T09:14:39Z,Ghatlodia,Manual,Under Investigation
23.01885,72.67904,Assault,5,2025-09-10T12:17:29Z,Navrangpura,Manual,Open
23.05479,72.60078,Cyber,3,2025-12-05T22:56:43Z,Paldi,Manual,Closed
23.03874,72.65892,Theft,2,2025-06-20T06:00:43Z,Maninagar,Patrol,Closed
23.06433,72.67727,Cyber,3,2026-05-13T12:44:33Z,Bapunagar,Patrol,Open
22.94666,72.51524,Vandalism,1,2025-09-06T14:32:23Z,Navrangpura,FIR,Closed
23.07453,72.50603,Assault,5,2025-11-05T12:58:16Z,Vastrapur,Cyber,Under Investigation
23.04383,72.55632,Vandalism,3,2025-09-21T07:07:27Z,Bapunagar,Manual,Under Investigation
22.96027,72.6491,Fraud,3,2025-07-15T03:45:41Z,Maninagar,Manual,Under Investigation
22.93377,72.64879,Cyber,5,2025-03-12T05:17:20Z,Maninagar,FIR,Open
22.93346,72.59981,Theft,2,2025-07-10T01:28:54Z,Paldi,Manual,Open
23.03624,72.53519,Theft,3,2026-01-05T18:52:24Z,Navrangpura,Cyber,Under Investigation
23.08809,72.68349,Assault,5,2026-05-14T09:31:07Z,Maninagar,FIR,Under Investigation
22.9852,72.68864,Fraud,4,2026-02-21T21:08:30Z,Paldi,Patrol,Open
22.94706,72.61228,Cyber,5,2025-04-10T09:58:04Z,Navrangpura,Cyber,Closed
22.90045,72.67383,Assault,4,2026-04-08T10:07:38Z,Bapunagar,FIR,Under Investigation
23.0545,72.64518,Vandalism,1,2026-04-25T06:43:36Z,Satellite,Patrol,Under Investigation
23.09289,72.56117,Fraud,2,2026-04-24T00:40:35Z,Navrangpura,Manual,Closed
23.03535,72.55583,Assault,5,2025-01-17T22:01:38Z,SG Highway,FIR,Under Investigation
23.06404,72.67206,Fraud,3,2026-05-25T05:31:11Z,Maninagar,Patrol,Open
23.01071,72.57863,Theft,3,2025-06-26T04:23:46Z,Navrangpura,Manual,Open
22.95533,72.56159,Cyber,4,2025-05-03T22:47:49Z,Paldi,Manual,Under Investigation
23.02949,72.56413,Fraud,4,2026-03-24T06:13:36Z,Bapunagar,Manual,Closed
23.09353,72.67421,Cyber,3,2026-02-01T09:39:01Z,Navrangpura,Cyber,Closed
22.91566,72.63786,Cyber,5,2026-02-11T08:41:05Z,Navrangpura,FIR,Closed
22.95865,72.54522,Assault,4,2025-03-16T22:04:23Z,Paldi,FIR,Under Investigation
23.01103,72.56169,Vandalism,3,2025-12-06T03:39:07Z,Bapunagar,Cyber,Open
23.08914,72.68143,Vandalism,1,2025-03-27T07:45:13Z,SG Highway,Patrol,Closed
22.93399,72.58875,Cyber,3,2025-05-30T12:25:27Z,Paldi,FIR,Open
22.93181,72.63827,Theft,1,2025-01-28T16:42:44Z,Vastrapur,FIR,Open
22.97959,72.6561,Cyber,5,2025-10-19T09:18:45Z,Bapunagar,FIR,Under Investigation
22.94496,72.649,Theft,3,2026-02-23T19:49:59Z,Paldi,Manual,Open
23.03144,72.61793,Assault,4,2025-04-04T00:08:20Z,SG Highway,Manual,Closed
23.08407,72.60951,Assault,3,2025-12-03T08:51:54Z,Paldi,Patrol,Closed
22.90931,72.54565,Assault,5,2025-02-06T15:06:09Z,Paldi,Patrol,Under Investigation
22.90994,72.63402,Cyber,4,2025-12-29T17:52:39Z,SG Highway,FIR,Under Investigation
22.98844,72.58437,Vandalism,2,2025-07-10T23:42:09Z,Maninagar,Manual,Open
22.962,72.66613,Assault,3,2026-05-21T11:22:24Z,Maninagar,Cyber,Closed
23.04437,72.65016,Assault,3,2026-01-29T22:13:38Z,Vastrapur,FIR,Closed
23.0545,72.68557,Fraud,3,2025-11-06T08:52:17Z,Navrangpura,FIR,Under Investigation
23.08829,72.5942,Theft,2,2026-01-20T06:41:33Z,Paldi,Cyber,Closed
22.9571,72.62518,Theft,3,2026-05-19T16:18:15Z,Ghatlodia,Patrol,Open
22.94287,72.68976,Theft,1,2026-03-05T02:00:00Z,Bapunagar,Manual,Under Investigation
22.95856,72.52585,Vandalism,1,2025-06-13T16:11:44Z,Navrangpura,Manual,Open
22.93483,72.64615,Vandalism,2,2025-04-01T07:06:43Z,Satellite,Manual,Open
23.01059,72.62432,Fraud,4,2025-07-06T05:44:29Z,Bapunagar,Cyber,Open
22.91429,72.55256,Theft,1,2025-07-28T04:20:11Z,Satellite,Patrol,Open
22.95022,72.59222,Fraud,2,2026-03-17T20:07:40Z,Paldi,FIR,Under Investigation
23.03684,72.62239,Vandalism,2,2025-04-02T02:58:26Z,Maninagar,Manual,Closed
22.94084,72.52092,Theft,2,2025-02-04T09:49:41Z,Ghatlodia,Manual,Closed
22.9054,72.60443,Fraud,3,2025-04-16T08:00:54Z,Paldi,FIR,Under Investigation
22.96232,72.67284,Cyber,5,2025-08-07T05:48:59Z,Navrangpura,Patrol,Open
23.01737,72.57508,Fraud,2,2025-02-22T14:31:27Z,Ghatlodia,FIR,Under Investigation
22.97834,72.54334,Theft,1,2025-11-07T22:43:38Z,Ghatlodia,Patrol,Under Investigation
22.97669,72.50606,Theft,2,2025-12-16T18:25:47Z,Paldi,Patrol,Under Investigation
23.08542,72.51914,Theft,1,2025-08-11T01:40:09Z,Satellite,Cyber,Open
22.90058,72.60606,Assault,4,2025-09-06T05:32:01Z,SG Highway,Cyber,Closed
23.09124,72.59595,Theft,2,2025-10-13T01:30:53Z,Satellite,FIR,Open
23.0125,72.60495,Vandalism,3,2026-05-31T16:56:08Z,Satellite,Patrol,Open
23.02017,72.50364,Assault,4,2026-01-01T03:36:09Z,Vastrapur,Patrol,Under Investigation
22.99813,72.52961,Fraud,4,2025-01-21T04:40:25Z,Maninagar,FIR,Closed
23.01341,72.6722,Fraud,4,2025-10-13T13:31:55Z,Bapunagar,FIR,Under Investigation
23.06894,72.55992,Fraud,2,2025-05-15T07:36:12Z,Navrangpura,FIR,Open
22.9472,72.60091,Vandalism,3,2025-05-12T09:43:14Z,Maninagar,Patrol,Open
23.00632,72.62397,Theft,2,2025-10-17T09:47:04Z,Paldi,FIR,Under Investigation
22.93285,72.52649,Assault,5,2025-02-18T14:19:28Z,Maninagar,FIR,Under Investigation
23.09537,72.59599,Cyber,4,2025-09-21T15:06:07Z,Paldi,Cyber,Under Investigation
23.04089,72.62613,Fraud,3,2025-11-20T11:37:44Z,SG Highway,Manual,Closed
22.92174,72.69717,Fraud,2,2025-10-31T02:18:44Z,Maninagar,Patrol,Under Investigation
22.98745,72.68742,Theft,3,2025-05-17T00:51:37Z,Bapunagar,FIR,Closed
23.08344,72.61026,Vandalism,1,2025-05-19T21:12:56Z,Vastrapur,Patrol,Open
23.08402,72.54359,Vandalism,3,2026-03-27T06:24:32Z,Paldi,Patrol,Open
23.01419,72.50923,Cyber,5,2026-04-12T21:08:43Z,Navrangpura,Cyber,Under Investigation
22.94365,72.63644,Fraud,2,2025-07-22T15:19:35Z,Satellite,FIR,Closed
23.01923,72.62031,Fraud,3,2025-12-16T06:19:34Z,Maninagar,Cyber,Open
22.90594,72.66572,Fraud,4,2026-03-01T11:08:13Z,Paldi,Manual,Open
22.98637,72.66137,Cyber,4,2025-05-27T02:58:18Z,Bapunagar,Patrol,Under Investigation
22.90279,72.69809,Theft,1,2025-06-11T15:31:17Z,Navrangpura,Cyber,Closed
22.97996,72.58466,Fraud,2,2025-03-04T13:35:37Z,Paldi,Patrol,Closed
22.92439,72.58066,Cyber,5,2026-04-22T04:45:30Z,Paldi,Cyber,Closed
22.96325,72.56046,Fraud,3,2025-05-22T07:41:14Z,Maninagar,Patrol,Closed
22.95022,72.69635,Assault,4,2026-01-01T19:45:05Z,Bapunagar,Cyber,Under Investigation
23.07284,72.61656,Vandalism,1,2025-09-22T15:16:37Z,Bapunagar,Cyber,Open
22.9289,72.68445,Cyber,5,2025-01-19T11:36:29Z,Satellite,FIR,Under Investigation
22.93843,72.63157,Fraud,3,2025-03-23T14:48:35Z,Maninagar,FIR,Open
23.09509,72.574,Assault,3,2026-02-15T13:02:28Z,Navrangpura,Manual,Under Investigation
22.95731,72.54645,Theft,3,2025-06-24T06:04:24Z,Vastrapur,Cyber,Under Investigation
23.00789,72.64952,Vandalism,2,2025-06-15T04:52:09Z,Maninagar,FIR,Under Investigation
22.95955,72.65073,Theft,3,2025-03-18T14:21:49Z,Ghatlodia,Patrol,Under Investigation
22.94294,72.51357,Cyber,4,2025-11-22T10:45:20Z,Vastrapur,FIR,Under Investigation
23.09838,72.51089,Assault,4,2026-05-03T20:32:19Z,Navrangpura,Manual,Closed
23.01528,72.53627,Theft,3,2025-12-25T11:13:35Z,Paldi,Patrol,Open
22.99007,72.51769,Assault,5,2025-12-01T17:38:39Z,Ghatlodia,Manual,Under Investigation
23.0576,72.56805,Vandalism,1,2025-03-25T08:10:29Z,Vastrapur,FIR,Open
22.94464,72.50224,Cyber,5,2026-05-28T05:48:54Z,Satellite,FIR,Under Investigation
23.07724,72.56213,Theft,3,2026-02-24T12:15:13Z,Ghatlodia,Patrol,Under Investigation
23.04506,72.6987,Cyber,3,2026-01-21T14:23:23Z,Vastrapur,Patrol,Under Investigation
22.92993,72.66769,Cyber,4,2025-11-05T22:51:35Z,Paldi,Cyber,Open
23.01673,72.6856,Assault,5,2025-11-26T02:22:25Z,Ghatlodia,Manual,Under Investigation
23.07524,72.54352,Cyber,5,2026-04-14T15:11:42Z,Navrangpura,Cyber,Closed
22.97193,72.5243,Theft,1,2026-03-03T21:47:09Z,Maninagar,Cyber,Closed
23.01075,72.50658,Theft,3,2026-04-03T23:54:10Z,Paldi,Manual,Under Investigation
22.91542,72.69321,Cyber,5,2025-11-16T06:39:09Z,SG Highway,Cyber,Open
22.95602,72.51694,Theft,2,2025-07-13T16:06:44Z,Satellite,Manual,Closed
23.01127,72.50265,Assault,4,2025-09-30T08:15:26Z,Ghatlodia,FIR,Under Investigation
23.07565,72.5166,Cyber,3,2026-05-19T22:40:03Z,Bapunagar,Cyber,Open
23.04897,72.63271,Theft,3,2025-05-06T18:21:25Z,Paldi,Manual,Open
22.90635,72.66492,Theft,2,2025-08-07T19:30:56Z,Bapunagar,Cyber,Closed
22.97208,72.54474,Cyber,5,2025-07-07T06:06:52Z,Vastrapur,FIR,Under Investigation
23.09056,72.6003,Assault,5,2026-01-05T03:57:04Z,Ghatlodia,Cyber,Open
22.97317,72.64856,Cyber,4,2025-04-10T03:23:20Z,Vastrapur,Manual,Open
22.96639,72.68644,Assault,3,2025-05-28T01:44:20Z,Bapunagar,Cyber,Open
22.91562,72.64034,Cyber,4,2025-10-21T20:01:02Z,Maninagar,FIR,Open
22.96909,72.53597,Assault,5,2025-09-16T12:04:16Z,Navrangpura,Patrol,Open
23.02356,72.68202,Theft,3,2025-04-13T08:13:23Z,Satellite,Cyber,Open
22.98732,72.63808,Assault,4,2025-10-23T17:05:48Z,Maninagar,Cyber,Closed
22.92049,72.50932,Cyber,3,2025-05-19T10:07:12Z,Maninagar,Manual,Open
23.03049,72.60822,Fraud,4,2025-03-18T03:50:57Z,Navrangpura,Cyber,Open
22.92105,72.50368,Theft,1,2025-11-05T02:49:35Z,Navrangpura,Manual,Closed
23.08046,72.528,Theft,2,2026-01-01T02:35:31Z,Vastrapur,FIR,Closed
22.93777,72.67077,Fraud,3,2026-02-17T01:17:03Z,Maninagar,FIR,Open
22.91326,72.58673,Assault,4,2025-06-02T19:21:53Z,Maninagar,Cyber,Under Investigation
22.96074,72.65246,Vandalism,1,2025-05-04T11:52:53Z,Paldi,Cyber,Under Investigation
23.06176,72.67149,Vandalism,2,2026-03-05T19:20:06Z,Ghatlodia,Patrol,Open
23.07506,72.62179,Vandalism,2,2025-05-26T09:57:39Z,Navrangpura,Cyber,Open
23.09555,72.54654,Vandalism,2,2025-09-16T06:44:25Z,Bapunagar,Patrol,Under Investigation
23.07796,72.64822,Vandalism,1,2025-03-21T21:06:29Z,Ghatlodia,FIR,Open
22.98784,72.51764,Vandalism,3,2025-02-14T05:14:59Z,Paldi,Manual,Open
22.9807,72.51749,Theft,2,2026-03-13T23:30:03Z,Satellite,Cyber,Open
23.05267,72.51191,Theft,2,2025-05-28T20:02:25Z,Satellite,Cyber,Open
22.90952,72.65915,Fraud,4,2026-02-20T19:52:19Z,Navrangpura,Cyber,Under Investigation
23.07044,72.56304,Theft,3,2025-12-25T18:45:35Z,Bapunagar,FIR,Closed
22.90809,72.51648,Theft,2,2025-07-08T05:59:09Z,Ghatlodia,Manual,Closed
22.95717,72.62328,Cyber,5,2025-03-25T14:13:08Z,Paldi,Patrol,Open
22.98441,72.65812,Fraud,2,2025-11-03T04:48:19Z,Vastrapur,Cyber,Closed
22.97783,72.66065,Assault,5,2025-07-23T23:30:52Z,Satellite,Cyber,Under Investigation
23.0689,72.50208,Assault,5,2025-06-08T22:10:50Z,Ghatlodia,Cyber,Open
22.98886,72.63252,Assault,5,2025-06-11T12:13:41Z,Paldi,Cyber,Closed
23.09516,72.63618,Cyber,3,2026-03-27T14:07:26Z,Navrangpura,Manual,Open
22.98903,72.58163,Assault,4,2026-02-08T13:16:30Z,SG Highway,Manual,Under Investigation
23.06452,72.67874,Cyber,4,2025-02-04T23:21:55Z,Bapunagar,FIR,Closed
23.03127,72.50767,Fraud,4,2026-03-30T04:18:12Z,SG Highway,Patrol,Under Investigation
23.09197,72.67239,Fraud,3,2025-09-13T07:01:02Z,Paldi,Manual,Closed
22.94455,72.50469,Assault,4,2025-12-23T12:38:25Z,Ghatlodia,Manual,Open
22.99639,72.56843,Vandalism,2,2025-06-16T01:12:24Z,Navrangpura,Cyber,Open
22.90749,72.56856,Fraud,3,2025-01-29T11:30:28Z,Maninagar,Cyber,Under Investigation
23.06923,72.58781,Cyber,3,2026-01-29T14:07:12Z,Paldi,FIR,Open
23.09829,72.52534,Theft,3,2025-09-08T22:19:12Z,Navrangpura,Patrol,Under Investigation
23.07773,72.69854,Assault,3,2025-11-30T00:59:02Z,Navrangpura,Cyber,Under Investigation
22.92376,72.6491,Vandalism,3,2025-08-06T01:29:26Z,Bapunagar,FIR,Under Investigation
23.0282,72.54308,Fraud,4,2026-02-03T16:56:49Z,Bapunagar,Manual,Under Investigation
23.09091,72.61596,Fraud,3,2026-02-18T16:05:37Z,Satellite,Cyber,Closed
23.09759,72.51902,Fraud,3,2025-04-13T16:35:26Z,Paldi,Cyber,Under Investigation
23.01048,72.65332,Assault,3,2025-04-22T01:53:44Z,SG Highway,Manual,Closed
22.96868,72.54622,Vandalism,1,2025-04-07T17:56:01Z,Bapunagar,Cyber,Under Investigation
22.96182,72.56826,Cyber,3,2025-06-26T11:24:54Z,Vastrapur,Cyber,Open
23.05869,72.6872,Theft,2,2026-02-02T15:13:52Z,Paldi,Patrol,Under Investigation
23.00834,72.64756,Vandalism,3,2025-04-25T21:45:19Z,Ghatlodia,Cyber,Under Investigation
22.92027,72.53473,Theft,1,2025-10-01T20:27:53Z,Satellite,Manual,Closed
23.03451,72.60834,Fraud,2,2025-02-22T05:55:18Z,Ghatlodia,Patrol,Closed
22.983,72.63317,Vandalism,1,2025-02-03T04:37:26Z,Paldi,Manual,Closed
22.98554,72.50737,Assault,3,2025-12-21T07:04:16Z,Ghatlodia,FIR,Open
22.99719,72.50217,Assault,3,2025-01-10T02:14:46Z,Maninagar,Manual,Under Investigation
22.9706,72.69429,Vandalism,1,2025-01-05T05:56:15Z,Maninagar,Cyber,Closed
23.06259,72.54801,Theft,3,2025-03-03T23:28:25Z,Maninagar,Cyber,Closed
23.0897,72.51325,Vandalism,3,2025-08-12T10:00:17Z,Navrangpura,Patrol,Under Investigation
23.00872,72.67919,Vandalism,1,2025-01-11T17:02:47Z,SG Highway,Cyber,Under Investigation
22.99494,72.62909,Vandalism,3,2025-05-19T14:49:44Z,Paldi,FIR,Closed
22.95559,72.55148,Theft,2,2025-03-23T15:35:39Z,Navrangpura,Patrol,Under Investigation
22.98153,72.66455,Assault,5,2025-12-20T00:43:14Z,Bapunagar,FIR,Closed
23.08808,72.61372,Assault,4,2025-06-19T23:48:23Z,Paldi,Cyber,Closed
22.96405,72.63646,Vandalism,2,2025-04-18T00:48:54Z,Bapunagar,Patrol,Closed
22.94281,72.6695,Vandalism,2,2025-06-24T00:34:52Z,Ghatlodia,Patrol,Open
22.90688,72.52147,Vandalism,3,2025-01-17T07:04:19Z,Maninagar,FIR,Under Investigation
22.96952,72.62558,Vandalism,3,2026-04-23T12:53:15Z,Vastrapur,FIR,Closed
22.98708,72.5229,Cyber,3,2025-06-21T18:21:08Z,Maninagar,Patrol,Open
23.08697,72.58887,Theft,3,2025-01-25T22:01:05Z,Bapunagar,Cyber,Open
23.09783,72.56832,Theft,1,2025-03-19T20:30:40Z,Satellite,Manual,Closed
22.98584,72.63909,Cyber,4,2025-06-23T19:09:38Z,Satellite,Manual,Under Investigation
22.94948,72.50492,Theft,1,2025-06-23T23:15:14Z,Bapunagar,Cyber,Under Investigation
23.09384,72.53924,Assault,4,2026-05-16T05:06:17Z,Vastrapur,Patrol,Closed
22.90885,72.64332,Theft,3,2025-03-01T13:44:26Z,SG Highway,FIR,Under Investigation
23.01988,72.67463,Assault,3,2026-05-05T20:09:30Z,Vastrapur,Patrol,Closed
22.96563,72.57129,Vandalism,2,2026-04-22T02:41:41Z,Paldi,Manual,Closed
23.04916,72.66889,Theft,1,2025-06-11T09:34:13Z,Paldi,FIR,Under Investigation
22.99536,72.67559,Fraud,3,2025-06-05T03:31:54Z,Bapunagar,Manual,Under Investigation
23.05091,72.58983,Vandalism,2,2026-03-31T22:45:57Z,Maninagar,FIR,Open
23.05068,72.57395,Cyber,3,2025-11-04T05:33:24Z,Bapunagar,Patrol,Open
23.07247,72.56518,Assault,4,2025-07-28T14:58:38Z,Ghatlodia,Manual,Closed
22.9255,72.61726,Assault,3,2025-10-09T23:18:54Z,Paldi,Manual,Under Investigation
22.96832,72.60267,Theft,2,2025-05-08T01:27:17Z,Bapunagar,Patrol,Closed
23.08181,72.55108,Assault,3,2026-04-16T04:49:28Z,Paldi,Patrol,Under Investigation
23.0654,72.56865,Cyber,4,2025-02-17T13:18:31Z,Vastrapur,Manual,Under Investigation
22.95164,72.69957,Vandalism,2,2026-03-20T13:16:25Z,SG Highway,Patrol,Under Investigation
22.90271,72.58255,Cyber,3,2026-05-08T00:39:39Z,Maninagar,Cyber,Closed
22.90825,72.58087,Assault,4,2025-09-08T23:10:28Z,Vastrapur,Cyber,Closed
22.96186,72.62428,Cyber,4,2025-02-05T02:23:44Z,Vastrapur,FIR,Under Investigation
23.08397,72.69751,Fraud,3,2026-04-03T21:37:12Z,Paldi,Cyber,Closed
23.00447,72.54847,Cyber,3,2025-09-16T23:24:40Z,Maninagar,Patrol,Under Investigation
23.08642,72.51486,Fraud,4,2026-05-29T20:34:30Z,Satellite,Manual,Closed
22.92933,72.69817,Cyber,4,2025-12-15T00:17:09Z,Vastrapur,FIR,Open
22.93405,72.64965,Fraud,4,2025-11-18T22:57:30Z,Ghatlodia,Manual,Open
22.90475,72.54368,Cyber,5,2026-05-31T10:32:05Z,Paldi,Patrol,Closed
23.01258,72.60114,Vandalism,3,2026-05-22T16:40:30Z,Bapunagar,Cyber,Open
22.983,72.67199,Fraud,3,2026-03-20T09:22:35Z,Vastrapur,FIR,Closed
22.91541,72.60631,Assault,3,2025-11-30T01:08:01Z,SG Highway,Cyber,Under Investigation
22.9966,72.65127,Cyber,4,2025-09-01T08:02:14Z,Maninagar,Manual,Under Investigation
23.07416,72.67046,Vandalism,1,2025-04-13T22:54:14Z,Paldi,Patrol,Under Investigation
23.07105,72.61141,Assault,5,2025-12-17T01:10:08Z,Paldi,FIR,Closed
23.06997,72.51355,Cyber,3,2025-01-02T13:12:18Z,SG Highway,Manual,Under Investigation
23.09116,72.6843,Vandalism,2,2026-01-27T19:32:48Z,Paldi,Manual,Open
22.9373,72.66182,Fraud,2,2026-04-09T08:59:17Z,Navrangpura,FIR,Closed
22.95179,72.63151,Assault,3,2026-02-23T14:16:33Z,Satellite,Patrol,Under Investigation
22.94852,72.64963,Assault,3,2026-05-22T11:13:53Z,Satellite,Manual,Open
22.93485,72.51008,Vandalism,3,2025-04-16T16:46:50Z,Vastrapur,Manual,Under Investigation
22.97722,72.63384,Fraud,3,2025-04-02T15:34:49Z,Vastrapur,Manual,Under Investigation
22.97956,72.62452,Assault,5,2026-02-12T07:22:46Z,Bapunagar,Cyber,Closed
23.04488,72.58277,Theft,1,2025-08-06T08:46:55Z,Maninagar,FIR,Closed
23.09053,72.66622,Fraud,2,2026-05-06T00:46:55Z,Navrangpura,FIR,Open
22.9853,72.61687,Vandalism,1,2025-06-15T04:53:18Z,Ghatlodia,Cyber,Open
22.97168,72.56761,Fraud,2,2025-01-02T09:44:07Z,Vastrapur,Manual,Under Investigation
22.9319,72.67565,Vandalism,1,2025-10-14T09:43:13Z,Ghatlodia,FIR,Under Investigation
22.99396,72.69406,Fraud,3,2026-04-09T14:13:50Z,Maninagar,FIR,Closed
22.90888,72.61573,Cyber,5,2026-02-27T09:11:02Z,Ghatlodia,Cyber,Closed
23.09281,72.65646,Theft,3,2025-02-15T05:02:17Z,Paldi,Manual,Closed
22.95032,72.52323,Cyber,4,2025-03-20T14:13:18Z,Vastrapur,Patrol,Under Investigation
22.91064,72.62528,Vandalism,1,2025-03-26T22:03:54Z,Paldi,FIR,Closed
22.90309,72.60947,Fraud,3,2025-03-01T01:45:09Z,Maninagar,FIR,Closed
22.97031,72.6057,Cyber,4,2025-10-02T08:04:46Z,Bapunagar,Cyber,Under Investigation
23.01335,72.59796,Fraud,3,2025-09-26T19:21:14Z,Satellite,FIR,Under Investigation
23.06611,72.53739,Cyber,4,2025-10-03T19:20:35Z,Maninagar,FIR,Under Investigation
23.02914,72.67356,Vandalism,1,2025-11-27T22:01:12Z,Navrangpura,FIR,Under Investigation
22.98761,72.62433,Cyber,5,2026-01-20T12:08:39Z,Bapunagar,Manual,Under Investigation
23.08779,72.69637,Cyber,5,2025-03-09T04:49:00Z,Ghatlodia,FIR,Open
23.06498,72.56216,Cyber,3,2026-05-26T21:15:26Z,Maninagar,Cyber,Under Investigation
23.04132,72.57888,Cyber,5,2025-11-01T16:40:30Z,Ghatlodia,Cyber,Open
22.95323,72.52724,Cyber,3,2025-06-10T04:37:10Z,SG Highway,FIR,Under Investigation
23.04311,72.5091,Fraud,2,2025-04-09T20:47:34Z,Ghatlodia,Manual,Closed
23.09825,72.612,Fraud,3,2025-07-31T17:20:17Z,Satellite,FIR,Open
22.90319,72.53626,Cyber,4,2025-10-02T00:38:09Z,Navrangpura,Patrol,Closed
23.0786,72.6021,Fraud,4,2026-05-19T11:16:47Z,Bapunagar,Patrol,Under Investigation
23.09224,72.66385,Assault,5,2026-01-15T15:02:14Z,Paldi,Cyber,Closed
22.96069,72.6423,Fraud,2,2025-09-21T00:14:07Z,Paldi,Manual,Closed
23.07845,72.58355,Cyber,3,2025-02-03T04:27:07Z,Ghatlodia,Cyber,Open
23.02864,72.53243,Fraud,2,2025-08-19T14:39:50Z,Satellite,Patrol,Open
22.93427,72.6191,Theft,3,2025-04-06T10:27:36Z,Ghatlodia,FIR,Under Investigation
22.9412,72.5458,Assault,3,2026-02-22T06:52:23Z,Bapunagar,FIR,Under Investigation
23.08868,72.57706,Vandalism,3,2025-11-25T14:01:09Z,Paldi,FIR,Under Investigation
23.09337,72.60128,Cyber,3,2026-01-02T21:22:51Z,Satellite,Patrol,Closed
22.91325,72.62088,Fraud,3,2026-03-18T07:44:40Z,Maninagar,Cyber,Under Investigation
23.08705,72.58116,Fraud,2,2025-02-15T15:23:13Z,SG Highway,Patrol,Open
23.01089,72.52596,Assault,4,2025-09-05T20:31:08Z,Bapunagar,Patrol,Under Investigation
23.06518,72.53046,Fraud,4,2025-11-03T14:43:44Z,Ghatlodia,FIR,Closed
22.97561,72.59805,Assault,4,2026-04-14T23:21:39Z,Paldi,FIR,Under Investigation
23.0179,72.64337,Vandalism,3,2025-06-22T12:45:38Z,SG Highway,Patrol,Open
23.06135,72.55695,Cyber,3,2025-09-16T23:13:30Z,Satellite,Patrol,Open
23.05152,72.68225,Theft,1,2025-03-29T16:26:42Z,Ghatlodia,FIR,Under Investigation
22.96528,72.53544,Cyber,4,2025-04-19T23:02:28Z,Ghatlodia,FIR,Under Investigation
22.90215,72.66993,Fraud,4,2026-02-21T08:10:00Z,Ghatlodia,Cyber,Under Investigation
22.92698,72.60312,Theft,3,2026-03-29T20:11:56Z,Bapunagar,Cyber,Open
22.92514,72.69681,Fraud,3,2025-10-22T08:50:52Z,Navrangpura,FIR,Closed
23.03776,72.67669,Vandalism,2,2025-10-23T14:16:56Z,SG Highway,Cyber,Closed
22.97246,72.67044,Fraud,2,2026-05-17T14:56:54Z,Vastrapur,Manual,Under Investigation
23.0641,72.64412,Vandalism,2,2026-04-03T18:25:55Z,Ghatlodia,FIR,Open
22.93999,72.64653,Cyber,4,2026-01-11T02:29:50Z,Maninagar,Cyber,Open
23.05174,72.50045,Cyber,4,2026-03-21T18:58:06Z,Vastrapur,FIR,Under Investigation
23.024,72.68212,Theft,3,2025-09-30T17:30:10Z,SG Highway,Cyber,Open
23.0721,72.69929,Theft,1,2026-01-14T11:25:34Z,Bapunagar,FIR,Closed
23.03329,72.57266,Cyber,3,2026-04-07T20:49:49Z,Satellite,Manual,Under Investigation
22.90533,72.69795,Vandalism,2,2025-01-02T09:09:24Z,Maninagar,Manual,Closed
